Sample,X,Y,Z
935,0.320,0.059,0.785
936,0.137,-0.164,0.941
937,-0.266,-0.188,0.977
938,-0.500,0.043,0.945
939,-0.137,0.043,1.027
940,0.391,-0.016,0.973
941,0.387,0.289,0.980
942,-0.016,0.645,1.051
943,-0.074,0.434,1.113
944,0.000,0.137,1.133
945,-0.137,0.172,1.004
946,-0.098,0.168,0.883
947,0.082,0.035,0.938
948,0.086,0.117,1.059
949,-0.059,0.266,1.023
950,-0.051,0.266,0.867
951,0.141,0.039,0.930
952,0.137,-0.035,1.145
953,-0.004,-0.070,1.152
954,-0.090,-0.207,0.902
955,-0.074,-0.180,0.766
956,-0.023,0.020,0.855
957,0.148,0.047,1.059
958,0.199,0.027,1.199
959,0.062,0.070,0.973
960,-0.129,0.172,0.879
961,-0.125,0.121,0.914
962,-0.086,0.148,1.082
963,-0.004,0.168,1.129
964,0.066,0.270,0.914
965,0.207,0.293,0.902
966,0.148,0.336,1.098
967,0.023,0.172,1.156
968,-0.090,-0.059,1.008
969,-0.191,-0.117,0.859
970,-0.203,0.078,0.844
971,0.008,0.242,1.047
972,0.227,0.199,1.125
973,0.250,0.125,1.125
974,0.137,0.031,0.949
975,-0.012,-0.082,0.887
976,-0.152,-0.004,0.902
977,-0.133,0.031,0.918
978,0.031,-0.078,0.934
979,0.133,-0.105,0.973
980,0.074,0.031,1.055
981,-0.082,0.223,1.109
982,-0.078,0.293,1.023
983,0.082,0.168,0.938
984,0.145,0.094,0.930
985,0.062,0.211,0.953
986,-0.098,0.312,1.121
987,-0.113,0.273,1.195
988,-0.031,0.191,0.922
989,0.094,0.094,0.809
990,0.156,0.094,0.969
991,0.082,0.133,1.180
992,-0.070,0.137,1.215
993,-0.098,-0.027,0.934
994,-0.004,-0.230,0.664
995,0.023,-0.207,0.766
996,-0.008,-0.008,1.000
997,0.070,0.145,1.172
998,0.125,0.133,1.105
999,0.102,0.121,0.918
Rate 1372, overflows 0
