Sample,X,Y,Z
943,-0.141,0.051,0.926
944,-0.191,-0.027,0.984
945,-0.141,-0.023,0.930
946,-0.055,-0.035,0.906
947,0.102,-0.082,1.047
948,0.090,-0.016,1.078
949,-0.016,-0.035,0.934
950,-0.035,-0.039,1.000
951,-0.098,0.035,0.844
952,0.074,-0.121,0.949
953,0.164,-0.109,1.121
954,-0.012,-0.020,1.066
955,-0.086,0.004,0.984
956,-0.090,0.051,0.887
957,-0.133,0.141,0.852
958,0.039,0.059,1.129
959,0.109,0.188,1.211
960,0.062,0.199,1.172
961,0.062,0.141,1.086
962,-0.027,0.133,0.844
963,-0.090,0.051,0.863
964,-0.070,-0.086,1.141
965,-0.098,-0.078,1.086
966,-0.027,-0.105,1.090
967,0.062,-0.020,0.926
968,0.074,0.035,0.746
969,0.191,0.012,0.996
970,0.180,0.047,1.137
971,0.098,-0.051,1.094
972,0.086,-0.176,1.070
973,0.000,-0.207,0.637
974,-0.109,-0.191,0.590
975,-0.004,-0.152,0.980
976,0.027,-0.039,1.055
977,0.098,0.012,1.320
978,0.070,0.156,1.078
979,0.043,0.152,0.711
980,0.078,0.066,0.875
981,-0.012,0.066,1.098
982,-0.160,0.082,1.156
983,-0.055,0.059,1.301
984,-0.008,0.098,0.895
985,0.070,0.086,0.703
986,0.156,0.117,1.039
987,0.074,0.035,1.062
988,0.020,-0.145,1.332
989,-0.105,-0.105,1.113
990,-0.195,-0.086,0.645
991,-0.023,-0.152,0.719
992,0.047,-0.078,0.965
993,0.047,0.008,1.195
994,0.141,0.023,1.273
995,0.012,-0.031,0.910
996,0.020,-0.094,0.820
997,0.012,-0.105,0.875
998,-0.023,-0.242,0.859
999,-0.031,-0.195,1.090
Rate 1372, overflows 0
