Sample,X,Y,Z
943,0.277,0.105,1.254
944,0.070,0.051,1.098
945,-0.113,0.004,1.148
946,-0.160,-0.051,0.820
947,-0.074,-0.086,0.629
948,0.082,-0.129,0.996
949,0.148,0.020,1.082
950,0.141,-0.062,1.281
951,-0.023,0.023,1.301
952,-0.164,-0.035,0.820
953,-0.062,-0.129,0.609
954,0.098,-0.207,0.984
955,0.012,-0.016,1.168
956,0.004,-0.082,1.297
957,-0.109,0.059,0.965
958,-0.152,0.117,0.633
959,0.051,0.082,0.766
960,0.133,0.141,1.102
961,0.137,0.230,1.203
962,0.113,0.070,1.223
963,-0.160,0.164,0.859
964,-0.145,0.086,0.730
965,-0.012,-0.023,0.836
966,-0.004,-0.051,1.145
967,0.047,-0.031,1.359
968,0.016,-0.102,1.215
969,-0.152,-0.035,0.715
970,-0.094,0.000,0.660
971,0.121,0.020,0.898
972,0.219,-0.070,1.438
973,0.160,0.012,1.406
974,-0.031,-0.086,0.844
975,-0.109,-0.172,0.684
976,-0.008,-0.211,0.758
977,-0.055,-0.055,0.922
978,0.066,-0.012,1.379
979,0.262,-0.004,1.031
980,0.102,0.020,0.805
981,-0.109,0.211,0.867
982,-0.066,0.129,0.754
983,0.094,-0.031,1.008
984,0.074,0.074,1.402
985,-0.078,0.105,1.078
986,-0.035,-0.012,0.863
987,-0.012,0.055,0.734
988,0.004,0.141,0.746
989,0.176,-0.043,1.453
990,0.156,-0.035,1.215
991,-0.035,-0.105,0.934
992,-0.152,-0.094,0.859
993,-0.133,-0.070,0.695
994,0.012,-0.043,1.023
995,0.148,-0.059,1.398
996,0.023,0.023,1.004
997,0.012,-0.129,1.020
998,-0.105,-0.027,0.867
999,-0.086,-0.094,0.746
Rate 1373, overflows 0
