Sample,X,Y,Z
934,0.172,0.066,0.781
935,0.383,-0.004,0.719
936,0.262,-0.141,1.055
937,-0.156,-0.020,1.152
938,-0.402,0.176,1.117
939,-0.055,-0.027,0.941
940,0.293,-0.105,0.781
941,0.117,0.309,0.867
942,-0.125,0.605,0.996
943,0.004,0.402,1.141
944,0.066,0.270,1.270
945,-0.043,0.355,1.062
946,-0.004,0.281,0.840
947,0.137,0.039,0.926
948,0.059,0.062,1.066
949,-0.168,0.133,0.961
950,-0.152,0.102,0.914
951,0.016,-0.035,1.016
952,0.086,-0.016,1.105
953,0.148,-0.074,1.074
954,0.129,-0.125,0.883
955,0.039,-0.074,0.914
956,-0.055,-0.012,0.996
957,-0.020,-0.031,1.000
958,0.031,-0.121,0.980
959,-0.027,-0.031,0.863
960,-0.043,0.156,0.809
961,0.020,0.281,1.082
962,0.090,0.328,1.281
963,0.090,0.262,1.191
964,0.074,0.258,0.867
965,0.055,0.242,0.785
966,0.008,0.176,0.977
967,-0.062,0.078,1.098
968,-0.082,-0.035,1.043
969,-0.129,-0.016,0.914
970,-0.066,0.168,0.906
971,0.074,0.320,1.047
972,0.266,0.195,1.184
973,0.223,0.012,1.125
974,0.012,-0.082,0.891
975,-0.152,-0.145,0.805
976,-0.238,-0.047,0.883
977,-0.039,0.055,0.871
978,0.180,-0.027,1.074
979,0.250,-0.047,1.141
980,0.109,0.027,0.965
981,-0.188,0.195,1.012
982,-0.137,0.199,1.000
983,0.055,0.145,0.855
984,0.102,0.145,0.965
985,0.141,0.285,1.047
986,-0.027,0.363,1.148
987,-0.070,0.340,1.191
988,-0.035,0.215,0.957
989,0.047,0.059,0.754
990,0.156,0.012,0.887
991,-0.008,0.094,1.188
992,-0.086,0.105,1.262
993,-0.070,-0.047,0.961
994,0.055,-0.219,0.750
995,0.094,-0.180,0.801
996,0.016,0.004,1.000
997,0.020,0.141,1.242
998,0.055,0.102,1.121
999,0.078,0.074,0.863
Rate 1371, overflows 0
